>> ------DATA AND TIME------|--SYNCH 4b--|------------------------DATA 16b--------------------------|-----------------MNEM 12b-------------------|-------DATA 4b-------
>> Fri May 28 15:56:57 2021 | (b'O\xbbO\xbb',) | (20411, 20411, 20411, 28603, 28603, 28603, 28603, 28603) | (b'o\xbbo\xbbo\xbbo\xbbo\xbbo\xbb',)       | (-0.0036580224987119436,)
>> Fri May 28 15:56:57 2021 | (b'\xef\xba\xef\xba',) | (61370, 61370, 61370, 61370, 61370, 61370, 61370, 61370) | (b'\xef\xba\xef\xba\xef\xba\xef\xbb\x0f\xba\xef\xba',) | (-0.001828996348194778,)
>> Fri May 28 15:56:57 2021 | (b'\x0f\xba\xaf\xba',) | (44986, 44986, 44986, 28602, 28602, 28602, 44986, 28602) | (b'o\xbao\xbao\xbao\xbao\xbao\xba',)       | (-0.001340707647614181,)
>> Fri May 28 15:56:57 2021 | (b'\xbao\xbao',) | (47727, 47727, 47695, 47663, 47663, 47663, 47663, 47663) | (b'\xba/\xbaO\xbaO\xbao\xbao\xbao',)       | (1.1539856190582644e+29,)
>> Fri May 28 15:56:57 2021 | (b'\xcf\xb9\xcf\xb9',) | (53177, 61369, 61369, 61369, 61369, 61369, 61369, 61369) | (b'\xef\xb9\xef\xb9\xef\xb9\xef\xb9\xef\xb9\xef\xb9',) | (-0.00045724163646809757,)
>> Fri May 28 15:56:57 2021 | (b'\xb9o\xb9o',) | (47471, 47471, 47471, 47471, 47471, 47471, 47471, 47471) | (b'\xb9o\xb9o\xb9o\xb9o\xb9o\xb9o',)       | (1.1493432494636146e+29,)
>> Fri May 28 15:56:57 2021 | (b'\xbb\xcf\xbb\xcf',) | (48079, 48079, 48079, 48079, 48079, 48079, 48079, 48079) | (b'\xbb\xef\xbb\xcf\xbb\xef\xbb\xef\xbb\xef\xbb\xef',) | (-1.162496551275681e+29,)
>> Fri May 28 15:56:57 2021 | (b'o\xbbo\xbb',) | (20411, 28603, 28603, 28603, 28603, 28603, 28603, 28603) | (b'o\xbbo\xbbo\xbbo\xbbo\xbbo\xbb',)       | (-0.0036580224987119436,)
>> Fri May 28 15:56:57 2021 | (b'\xba\xef\xba\xef',) | (47855, 47855, 47855, 47855, 47855, 47855, 47855, 47855) | (b'\xba\xef\xbb\x0f\xba\xef\xba\xef\xbb\x0f\xba\xef',) | (1.8531962972577905e-29,)
>> Fri May 28 15:56:58 2021 | (b'\xba\xaf\xba\xaf',) | (47791, 47823, 47791, 47791, 47823, 47791, 47791, 47823) | (b'\xba\xaf\xba\xaf\xba\xaf\xba\xaf\xba\xaf\xba\xaf',) | (-6264157184.0,)
>> Fri May 28 15:56:58 2021 | (b'O\xbaO\xba',) | (12218, 12218, 12218, 20410, 12218, 20410, 28602, 28602) | (b'o\xbao\xbao\xbao\xbao\xbao\xba',)       | (-0.0009144907235167921,)
>> Fri May 28 15:56:58 2021 | (b'\xb9\xef\xb9\xef',) | (47599, 47599, 47567, 47567, 47599, 47567, 47599, 47599) | (b'\xb9\xef\xba\x0f\xb9\xef\xb9\xef\xb9\xef\xb9\xef',) | (-1.1508906745127213e+29,)
>> Fri May 28 15:56:58 2021 | (b'\xb9\xaf\xb9\xaf',) | (47535, 47535, 47535, 47535, 47535, 47535, 47535, 47535) | (b'\xb9\xaf\xb9\xaf\xb9\xaf\xb9\xaf\xb9\xaf\xb9\xaf',) | (-3.377616242250525e-10,)
>> Fri May 28 15:56:58 2021 | (b'\xbb\xcf\xbb\xcf',) | (48111, 48079, 48111, 48111, 48111, 48111, 48111, 48111) | (b'\xbb\xef\xbb\xef\xbb\xef\xbb\xef\xbb\xef\xbb\xef',) | (-1.1632702638002344e+29,)
>> Fri May 28 15:56:58 2021 | (b'o\xbbo\xbb',) | (28603, 28603, 28603, 28603, 28603, 28603, 28603, 28603) | (b'\x8f\xbbo\xbbo\xbbo\xbb\x8f\xbbo\xbb',) | (-0.0036580224987119436,)
>> Fri May 28 15:56:58 2021 | (b'/\xbbO\xbb',) | (12219, 12219, 20411, 12219, 12219, 12219, 12219, 12219) | (b'/\xbb/\xbb/\xbb/\xbbO\xbb/\xbb',)       | (-0.0036580150481313467,)
>> Fri May 28 15:56:58 2021 | (b'\xba\xaf\xba\xaf',) | (47823, 47791, 47791, 47823, 47823, 47855, 47823, 47855) | (b'\xba\xef\xba\xef\xba\xef\xba\xcf\xba\xcf\xba\xcf',) | (-6268351488.0,)
>> Fri May 28 15:56:58 2021 | (b'o\xbao\xba',) | (28602, 28602, 20410, 20410, 28602, 20410, 28602, 28602) | (b'o\xbao\xbao\xbao\xbao\xbao\xba',)       | (-0.0009144907235167921,)
>> Fri May 28 15:56:58 2021 | (b'/\xba/\xba',) | (12218, 12218, 4026, 4026, 12217, 61369, 61370, 12218) | (b'/\xba/\xba/\xba/\xba/\xbaO\xba',)       | (-0.0007924166857264936,)
>> Fri May 28 15:56:58 2021 | (b'\xb9\xaf\xb9\xaf',) | (47535, 47535, 47535, 47535, 47535, 47535, 47535, 47535) | (b'\xb9\xcf\xb9\xaf\xb9\xcf\xb9\xcf\xb9\xcf\xb9\xef',) | (-6234796544.0,)
>> Fri May 28 15:56:58 2021 | (b'\xef\xbb\xef\xbb',) | (61371, 61371, 61371, 61371, 61371, 61371, 61371, 61371) | (b'\xef\xbb\xef\xbb\xef\xbc/\xbb\xef\xbb\xef\xbb',) | (-0.0021932681556791067,)
>> Fri May 28 15:56:58 2021 | (b'\xbb\xaf\xbb\xaf',) | (48079, 48047, 48047, 48047, 48047, 48047, 48047, 48047) | (b'\xbb\xcf\xbb\xaf\xbb\xaf\xbb\xcf\xbb\xaf\xbb\xaf',) | (-3.4139965854329546e-10,)
>> Fri May 28 15:56:58 2021 | (b'\xbbO\xbbO',) | (47983, 47983, 47983, 47951, 47919, 47919, 47919, 47919) | (b'\xbbO\xbbO\xbbo\xbbO\xbbo\xbbo',)       | (1.160175413702021e+29,)
>> Fri May 28 15:56:58 2021 | (b'\xba\xef\xba\xef',) | (47855, 47855, 47855, 47855, 47823, 47855, 47823, 47855) | (b'\xba\xef\xba\xef\xba\xef\xba\xef\xba\xef\xba\xef',) | (-1.1570804691564779e+29,)
>> Fri May 28 15:56:58 2021 | (b'\xba\xaf\xba\xaf',) | (47791, 47791, 47791, 47791, 47791, 47791, 47791, 47791) | (b'\xba\xaf\xba\xaf\xba\xaf\xba\xaf\xba\xaf\xba\xaf',) | (-3.39580641384174e-10,)
>> Fri May 28 15:56:58 2021 | (b'/\xba/\xba',) | (12218, 12218, 12218, 12218, 12218, 12218, 20410, 12218) | (b'/\xba/\xba/\xba/\xba/\xba/\xba',)       | (-0.0006703463732264936,)
>> Fri May 28 15:56:58 2021 | (b'\xb9\xcf\xb9\xcf',) | (47535, 47535, 47535, 47535, 47535, 47567, 47535, 47567) | (b'\xb9\xcf\xb9\xef\xb9\xef\xb9\xef\xb9\xef\xb9\xef',) | (-1.1508906745127213e+29,)
>> Fri May 28 15:56:58 2021 | (b'\xb9o\xb9\xaf',) | (47471, 47471, 47471, 47471, 47503, 47471, 47471, 47535) | (b'\xb9\xaf\xb9\xaf\xb9\xaf\xb9\xaf\xb9\xaf\xb9o',) | (1.1493432494636146e+29,)
>> Fri May 28 15:56:58 2021 | (b'\xbbo\xbbo',) | (47983, 47983, 47983, 47983, 47983, 47983, 47983, 47983) | (b'\xbbo\xbbo\xbbo\xbbo\xbbo\xbbo',)       | (1.160175413702021e+29,)
>> Fri May 28 15:56:58 2021 | (b'/\xbb/\xbb',) | (12219, 4027, 4027, 4027, 4027, 4027, 4027, 12219) | (b'\x0f\xbb/\xbb/\xbb/\xbb/\xbbO\xbb',)    | (-0.0026814450975507498,)
>> Fri May 28 15:56:58 2021 | (b'\xaf\xba\xaf\xba',) | (44986, 44986, 44986, 53178, 44986, 53178, 53178, 61370) | (b'\xcf\xba\xaf\xba\xaf\xba\xaf\xba\xaf\xba\xaf\xba',) | (-0.001340707647614181,)
>> Fri May 28 15:56:58 2021 | (b'O\xbao\xba',) | (20410, 28602, 20410, 20410, 28602, 20410, 20410, 28602) | (b'O\xbao\xbaO\xbao\xbao\xbao\xba',)       | (-0.0009144907235167921,)
>> Fri May 28 15:56:58 2021 | (b'\x0f\xb9\xef\xb9',) | (61370, 4026, 4026, 12218, 4026, 4026, 12218, 12218) | (b'/\xba/\xba\x0f\xba/\xba\x0f\xba\x0f\xba',) | (-0.0005482741980813444,)
>> Fri May 28 15:56:58 2021 | (b'\xb9\xaf\xb9\xaf',) | (47535, 47535, 47535, 47535, 47535, 47535, 47535, 47535) | (b'\xb9\xaf\xb9\xaf\xb9\xaf\xb9\xaf\xb9\xaf\xb9\xaf',) | (-3.377616242250525e-10,)
>> Fri May 28 15:56:58 2021 | (b'\xef\xbb\xef\xbb',) | (61371, 61371, 61372, 4027, 61371, 61371, 61372, 4028) | (b'\x0f\xbc/\xbb\xef\xbb\xef\xbc/\xbc\x0f\xbc',) | (-0.0087728938087821,)
>> Fri May 28 15:56:58 2021 | (b'\xcf\xbb\xaf\xbb',) | (44987, 44987, 44987, 44987, 44987, 53179, 44987, 44987) | (b'\xcf\xbb\xcf\xbb\xef\xbb\xcf\xbb\xcf\xbb\xcf\xbb',) | (-0.006339527200907469,)
>> Fri May 28 15:56:58 2021 | (b'\xbb/\xbbO',) | (47951, 47983, 47983, 47983, 47983, 47983, 47983, 47983) | (b'\xbbo\xbb/\xbbO\xbb/\xbbO\xbbO',)       | (1.160175413702021e+29,)
>> Fri May 28 15:56:58 2021 | (b'\xef\xba\xcf\xba',) | (61370, 53178, 53178, 61370, 61370, 61370, 61370, 61370) | (b'\xef\xba\xef\xba\xef\xba\xef\xba\xef\xba\xef\xba',) | (-0.001828996348194778,)
>> Fri May 28 15:56:58 2021 | (b'\xba\xaf\xba\xaf',) | (47791, 47791, 47791, 47791, 47791, 47791, 47791, 47791) | (b'\xba\xaf\xba\xaf\xba\xaf\xba\xaf\xba\xaf\xba\xaf',) | (-3.39580641384174e-10,)
>> Fri May 28 15:56:58 2021 | (b'O\xba/\xba',) | (12218, 20410, 12218, 12218, 12218, 20410, 12218, 12218) | (b'o\xbaO\xbaO\xbao\xbaO\xbao\xba',)       | (-0.0009144907235167921,)
>> Fri May 28 15:56:58 2021 | (b'\xb9\xcf\xb9\xcf',) | (47567, 47535, 47535, 47567, 47567, 47599, 47599, 47599) | (b'\xb9\xef\xb9\xef\xb9\xef\xb9\xef\xb9\xef\xb9\xcf',) | (-1.150116961988168e+29,)
>> Fri May 28 15:56:58 2021 | (b'\xb9\xaf\xb9\xaf',) | (47535, 47535, 47535, 47471, 47535, 47503, 47535, 47535) | (b'\xb9\xaf\xb9o\xb9\xaf\xb9\x8f\xb9\xaf\xb9\xaf',) | (-3.377616242250525e-10,)
>> Fri May 28 15:56:58 2021 | (b'\xcf\xbb\xcf\xbb',) | (53179, 61371, 53179, 61371, 61371, 61371, 61371, 61371) | (b'\xef\xbb\xef\xbb\xef\xbb\xef\xbb\xef\xbb\xef\xbb',) | (-0.007316104602068663,)
>> Fri May 28 15:56:58 2021 | (b'\xbbo\xbbo',) | (47983, 47983, 47983, 47983, 47983, 47983, 47983, 47983) | (b'\xbbo\xbbo\xbbo\xbbo\xbbo\xbbo',)       | (1.1617228387511277e+29,)
>> Fri May 28 15:56:59 2021 | (b'\xbb/\xbb\x0f',) | (47919, 47919, 47919, 47951, 47919, 47919, 47951, 47951) | (b'\xbbo\xbbO\xbb/\xbb/\xbb/\xbb/',)       | (3.4049016384152253e-10,)
>> Fri May 28 15:56:59 2021 | (b'\xcf\xba\xcf\xba',) | (53178, 53178, 44986, 44986, 44986, 53178, 44986, 44986) | (b'\xcf\xba\xcf\xba\xef\xba\xef\xba\xef\xba\xef\xba',) | (-0.001828996348194778,)
>> Fri May 28 15:56:59 2021 | (b'o\xbao\xba',) | (28602, 28602, 28602, 28602, 28602, 20410, 20410, 28602) | (b'O\xbao\xbao\xbao\xbao\xbao\xba',)       | (-0.001340707647614181,)
>> Fri May 28 15:56:59 2021 | (b'\x0f\xba/\xba',) | (4026, 12218, 12218, 20410, 12218, 12218, 12218, 12218) | (b'/\xba/\xba\x0f\xba\x0f\xba/\xba\x0f\xba',) | (-0.0006703463732264936,)
>> Fri May 28 15:56:59 2021 | (b'\xb9\xaf\xb9\xaf',) | (47535, 47567, 47535, 47567, 47567, 47599, 47567, 47567) | (b'\xb9\xcf\xb9\xcf\xb9\xcf\xb9\xcf\xb9\xaf\xb9\xaf',) | (-3.3798899790049575e-10,)
>> Fri May 28 15:56:59 2021 | (b'\xef\xbb\xef\xbb',) | (61371, 61371, 61371, 61371, 61371, 61371, 61371, 61371) | (b'\xef\xbb\xef\xbb\xef\xbb\xef\xbb\xef\xbb\xef\xbc',) | (-0.008772864006459713,)
>> Fri May 28 15:56:59 2021 | (b'\xaf\xbb\xaf\xbb',) | (44987, 28603, 44987, 44987, 44987, 44987, 44987, 44987) | (b'\xcf\xbb\xaf\xbb\xaf\xbb\xaf\xbb\xaf\xbb\xcf\xbb',) | (-0.005362949799746275,)
>> Fri May 28 15:56:59 2021 | (b'\xbb/\xbb/',) | (47983, 47919, 47983, 47983, 47983, 47983, 47951, 47919) | (b'\xbb/\xbb/\xbb/\xbb/\xbb/\xbbO',)       | (1.1594017011774676e+29,)
>> Fri May 28 15:56:59 2021 | (b'\xcf\xba\xcf\xba',) | (44986, 44986, 53178, 53178, 53178, 53178, 53178, 53178) | (b'\xcf\xba\xcf\xba\xcf\xba\xcf\xba\xef\xba\xcf\xba',) | (-0.001828996348194778,)
>> Fri May 28 15:56:59 2021 | (b'\xaf\xba\xaf\xba',) | (44986, 44986, 44986, 44986, 44986, 44986, 44986, 44986) | (b'\xaf\xba\xaf\xba\xaf\xba\xaf\xba\xaf\xba\xaf\xba',) | (-0.001340707647614181,)
>> Fri May 28 15:56:59 2021 | (b'\xba/\xba/',) | (47663, 47663, 47695, 47663, 47663, 47663, 47695, 47663) | (b'\xba/\xba/\xba/\xba/\xba/\xba/',)       | (3.3867114668240106e-10,)
>> Fri May 28 15:56:59 2021 | (b'\xb9\xaf\xb9\xaf',) | (47535, 47567, 47535, 47535, 47567, 47535, 47567, 47567) | (b'\xb9\xcf\xb9\xcf\xb9\xcf\xb9\xcf\xb9\xcf\xb9\xcf',) | (-6234796544.0,)
>> Fri May 28 15:56:59 2021 | (b'\xbc/\xbc/',) | (48143, 48175, 48143, 48175, 48143, 48175, 48175, 48175) | (b'\xbc/\xbc/\xbc/\xbc/\xbc/\xbc\x0f',)    | (1.85566178851316e-29,)
>> Fri May 28 15:56:59 2021 | (b'o\xbbo\xbb',) | (44987, 44987, 44987, 44987, 44987, 44987, 53179, 44987) | (b'\xaf\xbb\xaf\xbb\xaf\xbb\xaf\xbb\xaf\xbb\xaf\xbb',) | (-0.005362949799746275,)
>> Fri May 28 15:56:59 2021 | (b'\xbb/\xbb/',) | (47919, 47919, 47919, 47919, 47919, 47919, 47919, 47919) | (b'\xbb/\xbb/\xbb/\xbbO\xbb/\xbbO',)       | (1.1594017011774676e+29,)
>> Fri May 28 15:56:59 2021 | (b'\xba\xef\xba\xef',) | (47855, 47855, 47855, 47855, 47855, 47855, 47887, 47855) | (b'\xba\xef\xba\xef\xba\xef\xbb\x0f\xba\xef\xba\xef',) | (-1.1570804691564779e+29,)
>> Fri May 28 15:56:59 2021 | (b'\xaf\xba\xaf\xba',) | (44986, 28602, 28602, 28602, 28602, 28602, 28602, 44986) | (b'\xaf\xba\xaf\xba\xaf\xba\xaf\xba\xaf\xba\xaf\xba',) | (-0.001340707647614181,)
>> Fri May 28 15:56:59 2021 | (b'\xba\x0f\xba/',) | (47631, 47663, 47631, 47663, 47631, 47663, 47631, 47663) | (b'\xba\x0f\xba/\xba/\xba/\xba/\xba/',)    | (3.3867114668240106e-10,)
>> Fri May 28 15:56:59 2021 | (b'\xb9\xef\xb9\xef',) | (47599, 47599, 47599, 47599, 47599, 47599, 47599, 47631) | (b'\xb9\xef\xb9\xef\xba\x0f\xb9\xef\xb9\xef\xb9\xef',) | (-1.1508906745127213e+29,)
>> Fri May 28 15:56:59 2021 | (b'\xbc\x0f\xbc/',) | (48175, 48175, 48175, 48175, 48175, 48175, 48111, 48111) | (b'\xbc\x0f\xbb\xef\xbc\x0f\xbc/\xbc/\xbc/',) | (3.42309181000644e-10,)
>> Fri May 28 15:56:59 2021 | (b'\xaf\xbbo\xbb',) | (44987, 28603, 28603, 44987, 44987, 44987, 44987, 44987) | (b'\xaf\xbb\xaf\xbb\xaf\xbb\xaf\xbb\xaf\xbb\xaf\xbb',) | (-0.005362949799746275,)
>> Fri May 28 15:56:59 2021 | (b'o\xbb/\xbb',) | (28603, 20411, 28603, 28603, 28603, 28603, 28603, 28603) | (b'o\xbbo\xbbo\xbbo\xbbo\xbbo\xbb',)       | (-0.0036580224987119436,)
>> Fri May 28 15:56:59 2021 | (b'\xba\xef\xba\xef',) | (47855, 47855, 47855, 47855, 47855, 47855, 47855, 47855) | (b'\xba\xef\xba\xef\xba\xef\xba\xef\xba\xef\xbb\x0f',) | (-1.1570804691564779e+29,)
>> Fri May 28 15:56:59 2021 | (b'o\xbao\xba',) | (28602, 28602, 28602, 28602, 28602, 28602, 28602, 28602) | (b'o\xba\xaf\xbao\xba\xaf\xbao\xba\xaf\xba',) | (-0.001340707647614181,)
>> Fri May 28 15:56:59 2021 | (b'O\xbaO\xba',) | (28602, 12218, 28602, 12218, 28602, 12218, 28602, 20410) | (b'O\xbaO\xba/\xba/\xbaO\xba/\xba',)       | (-0.0009144888608716428,)
>> Fri May 28 15:56:59 2021 | (b'\xb9\xcf\xb9\xef',) | (47599, 47599, 47599, 47599, 47631, 47599, 47599, 47599) | (b'\xb9\xef\xb9\xef\xb9\xef\xb9\xef\xb9\xef\xb9\xef',) | (-1.1508906745127213e+29,)
>> Fri May 28 15:56:59 2021 | (b'\xef\xbb\xef\xbb',) | (61371, 61371, 61371, 61371, 61371, 61371, 61371, 61371) | (b'\xef\xbb\xef\xbb\xef\xbb\xef\xbb\xef\xbb\xef\xbc',) | (-0.029264001175761223,)
>> Fri May 28 15:56:59 2021 | (b'\xcf\xbb\xcf\xbb',) | (61371, 53179, 53179, 61371, 53179, 53179, 53179, 53179) | (b'\xcf\xbb\xcf\xbb\xcf\xbb\xcf\xbb\xcf\xbb\xcf\xbb',) | (-0.006339542102068663,)
>> Fri May 28 15:56:59 2021 | (b'\xbbo\xbbo',) | (47983, 47983, 47983, 47983, 47983, 47983, 47983, 47983) | (b'\xbbo\xbbo\xbb\x8f\xbbo\xbbo\xbbo',)    | (1.160175413702021e+29,)
>> Fri May 28 15:56:59 2021 | (b'\xba\xef\xba\xef',) | (47855, 47855, 47855, 47855, 47855, 47855, 47855, 47855) | (b'\xba\xef\xba\xef\xba\xef\xba\xef\xbb\x0f\xba\xef',) | (1.8445682815702125e-29,)
>> Fri May 28 15:56:59 2021 | (b'\xba\xaf\xba\xaf',) | (47791, 47791, 47823, 47823, 47823, 47855, 47823, 47823) | (b'\xba\xaf\xba\xaf\xba\xaf\xba\xaf\xba\xaf\xba\xaf',) | (-3.39580641384174e-10,)
>> Fri May 28 15:56:59 2021 | (b'O\xbao\xba',) | (28602, 28602, 28602, 28602, 28602, 28602, 28602, 28602) | (b'o\xbao\xbao\xbao\xbao\xbao\xba',)       | (-0.0009144907235167921,)
>> Fri May 28 15:56:59 2021 | (b'\xb9\xcf\xb9\xcf',) | (47599, 47599, 47599, 47631, 47599, 47599, 47631, 47599) | (b'\xb9\xef\xb9\xef\xb9\xef\xb9\xef\xb9\xef\xb9\xef',) | (1.843335385479251e-29,)
>> Fri May 28 15:56:59 2021 | (b'\xaf\xb9\xcf\xb9',) | (44985, 44985, 44985, 44985, 44985, 44985, 44985, 44985) | (b'\xaf\xb9\xcf\xb9\xcf\xb9\xcf\xb9\xcf\xb9\xcf\xb9',) | (-0.00039620554889552295,)
>> Fri May 28 15:56:59 2021 | (b'\xbb\xef\xbc\x0f',) | (48111, 48111, 48175, 48111, 48111, 48143, 48175, 48143) | (b'\xbc\x0f\xbc/\xbb\xef\xbb\xef\xbc/\xbc/',) | (3.42309181000644e-10,)
>> Fri May 28 15:57:00 2021 | (b'\x8f\xbb\xaf\xbb',) | (28603, 44987, 36795, 44987, 44987, 44987, 44987, 44987) | (b'\xaf\xbb\xaf\xbb\xaf\xbb\xaf\xbb\xaf\xbb\xaf\xbb',) | (-0.005362949799746275,)
>> Fri May 28 15:57:00 2021 | (b'o\xbb/\xbb',) | (28603, 28603, 28603, 28603, 28603, 28603, 28603, 28603) | (b'o\xbbo\xbbO\xbbo\xbbO\xbbo\xbb',)       | (-0.0036580224987119436,)
>> Fri May 28 15:57:00 2021 | (b'\xba\xef\xba\xef',) | (47855, 47855, 47855, 47855, 47855, 47855, 47855, 47855) | (b'\xbb\x0f\xba\xef\xba\xef\xba\xef\xba\xef\xba\xef',) | (-1.1570804691564779e+29,)
>> Fri May 28 15:57:00 2021 | (b'o\xbao\xba',) | (44986, 28602, 28602, 28602, 28602, 28602, 28602, 28602) | (b'o\xbao\xba\xaf\xba\xaf\xba\xaf\xba\xaf\xba',) | (-0.001340707647614181,)
>> Fri May 28 15:57:00 2021 | (b'/\xba/\xba',) | (20410, 12218, 20410, 20410, 28602, 20410, 20410, 20410) | (b'O\xbaO\xbaO\xbao\xba/\xbao\xba',)       | (-0.0009144888608716428,)
>> Fri May 28 15:57:00 2021 | (b'\xb9\xef\xb9\xef',) | (47599, 47599, 47599, 47567, 47567, 47599, 47567, 47599) | (b'\xb9\xef\xb9\xef\xb9\xef\xb9\xef\xba\x0f\xb9\xef',) | (1.843335385479251e-29,)
>> Fri May 28 15:57:00 2021 | (b'o\xb9o\xb9',) | (28601, 28601, 28601, 28601, 28601, 28601, 28601, 28601) | (b'o\xb9o\xb9o\xb9o\xb9o\xb9o\xb9',)       | (-0.00022861988691147417,)
>> Fri May 28 15:57:00 2021 | (b'\xcf\xbb\xcf\xbb',) | (53179, 53179, 53179, 53179, 53179, 53179, 53179, 53179) | (b'\xef\xbb\xef\xbb\xef\xbb\xef\xbb\xef\xbb\xef\xbb',) | (-0.007316104602068663,)
>> Fri May 28 15:57:00 2021 | (b'\xbbo\xbbo',) | (47983, 47983, 47983, 47983, 47983, 47983, 47983, 47983) | (b'\xbbo\xbbo\xbbo\xbbo\xbbo\xbbo',)       | (1.160175413702021e+29,)
>> Fri May 28 15:57:00 2021 | (b'\xef\xba\xef\xba',) | (61370, 61370, 61370, 61370, 61370, 61370, 61370, 61370) | (b'\xef\xba\xef\xbb\x0f\xba\xef\xba\xef\xbb\x0f\xba',) | (-0.007315985392779112,)
>> Fri May 28 15:57:00 2021 | (b'\xcf\xba\xef\xba',) | (44986, 44986, 44986, 44986, 44986, 44986, 44986, 44986) | (b'\xaf\xba\xcf\xba\xaf\xba\xcf\xba\xcf\xba\xef\xba',) | (-0.0015848519979044795,)
>> Fri May 28 15:57:00 2021 | (b'\xba/\xbaO',) | (47727, 47727, 47727, 47727, 47727, 47727, 47727, 47727) | (b'\xbao\xbao\xbao\xbao\xbaO\xbaO',)       | (6255768576.0,)
>> Fri May 28 15:57:00 2021 | (b'\xef\xb9\xcf\xb9',) | (61369, 61369, 61369, 61369, 53177, 61369, 61369, 61370) | (b'\x0f\xb9\xef\xb9\xef\xba\x0f\xb9\xef\xb9\xef\xba',) | (-0.00045723511721007526,)
>> Fri May 28 15:57:00 2021 | (b'\xaf\xb9\xaf\xb9',) | (44985, 44985, 44985, 44985, 44985, 44985, 44985, 44985) | (b'\xaf\xb9\xaf\xb9\xcf\xb9\xaf\xb9\xaf\xb9\xcf\xb9',) | (-0.00039620554889552295,)
>> Fri May 28 15:57:00 2021 | (b'\xbb\xcf\xbb\xcf',) | (48079, 48079, 48079, 48079, 48079, 48079, 48079, 48079) | (b'\xbb\xef\xbb\xcf\xbb\xef\xbb\xcf\xbb\xef\xbb\xef',) | (-1.1632702638002344e+29,)
>> Fri May 28 15:57:00 2021 | (b'o\xbbo\xbb',) | (28603, 28603, 28603, 28603, 28603, 28603, 28603, 28603) | (b'o\xbbo\xbbo\xbbo\xbbo\xbb\xaf\xbb',)    | (-0.0036580224987119436,)
>> Fri May 28 15:57:00 2021 | (b'\xbb/\xbb/',) | (47919, 47919, 47919, 47887, 47887, 47887, 47887, 47919) | (b'\xba\xef\xbb\x0f\xbb/\xbb/\xbb/\xbb/',) | (3.4049016384152253e-10,)
>> Fri May 28 15:57:00 2021 | (b'\xaf\xba\xaf\xba',) | (44986, 53178, 44986, 44986, 53178, 44986, 44986, 53178) | (b'\xaf\xba\xaf\xba\xaf\xba\xaf\xba\xaf\xba\xaf\xba',) | (-0.0013407113729044795,)
>> Fri May 28 15:57:00 2021 | (b'\xbaO\xbao',) | (47663, 47727, 47663, 47695, 47663, 47663, 47695, 47663) | (b'\xbaO\xbaO\xbao\xbao\xbao\xbao',)       | (1.1539856190582644e+29,)
>> Fri May 28 15:57:00 2021 | (b'\xb9\xef\xba\x0f',) | (47631, 47663, 47631, 47663, 47631, 47663, 47631, 47663) | (b'\xba\x0f\xba\x0f\xba/\xb9\xef\xb9\xef\xba\x0f',) | (1.843335385479251e-29,)
>> Fri May 28 15:57:00 2021 | (b'\xaf\xb9\xaf\xb9',) | (44985, 44985, 44985, 44985, 44985, 44985, 44985, 44985) | (b'\xaf\xb9\xaf\xb9\xaf\xb9\xaf\xb9\xaf\xb9\xaf\xb9',) | (-0.00033516946132294834,)
>> Fri May 28 15:57:00 2021 | (b'\xbb\xcf\xbb\xcf',) | (48079, 48079, 48079, 48079, 48079, 48079, 48079, 48079) | (b'\xbb\xef\xbb\xef\xbb\xef\xbb\xef\xbb\xef\xbb\xef',) | (-1.1632702638002344e+29,)
>> Fri May 28 15:57:00 2021 | (b'\xbb\xaf\xbb\xaf',) | (48047, 48047, 48047, 48015, 47983, 47983, 47983, 48047) | (b'\xbb\x8f\xbb\xaf\xbb\xaf\xbb\xaf\xbb\xaf\xbb\xaf',) | (-3.4139965854329546e-10,)
>> Fri May 28 15:57:00 2021 | (b'/\xbb/\xbb',) | (12219, 12219, 12219, 4027, 4027, 4027, 12219, 4027) | (b'\x0f\xbb/\xbb/\xbb/\xbbO\xbb/\xbb',)    | (-0.0031697263475507498,)
>> Fri May 28 15:57:00 2021 | (b'\xba\xaf\xba\xaf',) | (47791, 47791, 47791, 47791, 47791, 47791, 47791, 47791) | (b'\xba\xaf\xba\xaf\xba\xaf\xba\xcf\xba\xaf\xba\xcf',) | (-1.1563067566319245e+29,)
>> Fri May 28 15:57:00 2021 | (b'\xaf\xbao\xba',) | (28602, 44986, 28602, 28602, 28602, 28602, 28602, 28602) | (b'o\xbao\xbao\xba\xaf\xba\xaf\xba\xaf\xba',) | (-0.001340707647614181,)
>> Fri May 28 15:57:00 2021 | (b'\xba\x0f\xba\x0f',) | (47631, 47599, 47599, 47631, 47631, 47663, 47663, 47663) | (b'\xba/\xba/\xba/\xba/\xba/\xba\x0f',)    | (1.8359399649560808e-29,)
>> Fri May 28 15:57:00 2021 | (b'\xaf\xb9\xaf\xb9',) | (44985, 44985, 44985, 44985, 44985, 44985, 36793, 44985) | (b'\x8f\xb9\xaf\xb9\xaf\xb9\xcf\xb9\xcf\xb9\xef\xb9',) | (-0.00045724070514552295,)
>> Fri May 28 15:57:00 2021 | (b'\xba\xaf\xbb\x8f',) | (48111, 48079, 48111, 48079, 48079, 48079, 48079, 48079) | (b'\xbb\xcf\xbb\xcf\xbb\xef\xbb\xcf\xbb\xef\xbb\xef',) | (1.86305720903633e-29,)
